splimage,splshape_text,splimprint,splcolor_text
00006-0464-05_NLMIMAGE10_4039A01D,CAPSULE,464;40;mg,WHITE;YELLOW
658620035,OVAL,A34,WHITE
433530659,OVAL,GLYBUR,PINK
8b48bc2a-71d9-430a-e053-2995a90afb5b,ROUND,A101,WHITE
00172-2083-60_6426B215,ROUND,TEVA;2083,ORANGE
658620448,CAPSULE,F;82,BLUE
819f8846-7161-463a-e053-2a91aa0a6377,CAPSULE,APO;133;25,BROWN
00008-0833-21_3015981C,CAPSULE,W;EffexorXR;75,ORANGE
00781-2248-01_NLMIMAGE10_3245996C,CAPSULE,GG854,BLUE
00078-0568-45_NLMIMAGE10_6C443641,ROUND,N;C;CG,YELLOW
243380010,ROUND,20;N,ORANGE
162520540,CAPSULE,IS;5,BROWN
302,ROUND,T127,WHITE
41e97a58-63a9-46a2-e054-00144ff8d46c,ROUND,DR,PINK
00025-1411-60_C812E407,ROUND,SEARLE;1411;AAAA;50,WHITE
422910697,ROUND,93;8162,ORANGE
604290293,OVAL,M;B3;5;5;5,WHITE
00832-1025-00_73233989,ROUND,832;BC20,WHITE
162520542,ROUND,TN2,WHITE
584680120,OVAL,g,PINK
61958-0401-01_B81DDC0E,FREEFORM,GILEAD;4331;300,BLUE
00054-4182-25_77233BF9,ROUND,54;943,PINK
49348-0023-12_B803DC3E,ROUND,500MG;L405,WHITE
29300-0128-01_NLMIMAGE10_3E409F54,ROUND,U;128,ORANGE
50111-0441-01_SPLIMAGE30_E02F706B,TRAPEZOID,PLIVA;441;50;50;50,WHITE
68180-0478-01_AB21558A,OVAL,LL;C02,PINK
420230125,CAPSULE,Dantrium;50mg;0149;0031,ORANGE;BROWN
00074-7070-90_991D4CFA,ROUND,SYNTHROID;175,PURPLE
33342-0058-07_NLMIMAGE10_ED4676D3,OVAL,ML;33,ORANGE
00172-5034-60_052D0288,ROUND,5034;20;12;5,YELLOW
686820369,CAPSULE,240,BLUE;PURPLE
604290199,OVAL,M;411,BLUE
8e98ee4c-24e1-88ce-e053-2a95a90a6713,ROUND,IG;348,YELLOW
00173-0778-61_EC19764B,ROUND,LMT;50,WHITE
00172-4097-60,ROUND,4097;TV,WHITE
00007-4142-20_F718FBA7,OVAL,4142;SB,WHITE
68382-0196-16_AA1C5542,CAPSULE,P1,PINK
00115-3922-01_290494C4,OVAL,G;392,PURPLE
00555905058part3of3,ROUND,dp;022,BLUE
45963-0570-08_C91D64FB,OVAL,40,YELLOW
66582-0313-31_931DC9AE,OVAL,313,WHITE
545050333,ROUND,CP;333,WHITE
61442-0112-01_BF03DFFE,OVAL,CTI;112,WHITE
00093-4336-01_CA2DE50F,CAPSULE,4336;1;mg,WHITE
68012-0104-30_EE1DF76F,CAPSULE,40,BLUE;WHITE
50111043301,ROUND,PLIVA;433,WHITE
00591-5215-05_NLMIMAGE10_4D4126E9,BULLET,3970;WPI,WHITE
604290946,ROUND,M;433,PINK
00074-7804-13_E80DF41F,OVAL,KTAB;a,YELLOW
764390217,ROUND,T,WHITE
00591-2369-01_NLMIMAGE10_713D3889,OVAL,2369,WHITE
00093-7620-56_42162121,ROUND,TEVA;B1,YELLOW
510790930,ROUND,M;C32,WHITE
683820762,OVAL,KL,YELLOW
597625010,CAPSULE,G300;mg;5010,BLUE
605050118,CAPSULE,APO;118,BLUE
581770369,OVAL,369,WHITE
504580301,OVAL,Ris;0;25;JANSSEN,YELLOW
50844-0411-21_NLMIMAGE10_B635DB4E,ROUND,411,RED
605052553,ROUND,APO;MEL;7;5,YELLOW
633040239,CAPSULE,R25,ORANGE
31722-0521-01_8607C35E,ROUND,H;40,ORANGE
60505-2673-03_NLMIMAGE10_D648EB27,RECTANGLE,5;A,BLUE
605052533,OVAL,APO;CPZ;500,WHITE
65862-0571-90_NLMIMAGE10_64433209,ROUND,I;8,RED
604290209,ROUND,L;25;M,YELLOW
55111-0157-30_D70E6BE3,CAPSULE,Omeprazole;10mg;R157,WHITE
675440247,OVAL,PD;157;40,WHITE
551110366,ROUND,IP188;250,WHITE
576640569,OCTAGON (8 SIDED),569,WHITE
651620506,CAPSULE,506;AMNEAL,WHITE;BLUE
31722-0713-90_NLMIMAGE10_464A2351,OVAL,H;126,YELLOW
55111-0121-05_NLMIMAGE10_3F3A9FA4,CAPSULE,RDY;121,WHITE
597625032,ROUND,GLIPIZIDE;XL;5,WHITE
00378-0186-01_5626AB25,ROUND,MYLAN;186,WHITE
604290224,ROUND,AN;71,WHITE
59762-4960-01_74213A59,OVAL,G;4960;25;mg,GREEN
00093-2268-01_Amox_Chew_Tab_250mg,OVAL,9;3;2268,WHITE
00093-2070-01_NLMIMAGE10_A743D3DE,ROUND,590;TV,WHITE
00603-2130-28_B012D806,OVAL,2090;V,WHITE
60505-3255-03_NLMIMAGE10_A0385072,ROUND,APO;LET;2;5,YELLOW
50844-0235-15_NLMIMAGE10_2A35955C,OVAL,44;235,BLUE
67e774a6-c9aa-11e2-e053-2991aa0ac1d1,CAPSULE,Y213,WHITE
31722-0520-10_9007C80E,ROUND,H;39,ORANGE
578440151,OVAL,ORAP;1,WHITE
597620119,ROUND,P;D;270,ORANGE
65597-0103-90_12130928,ROUND,Sankyo;C14,WHITE
65862-0118-01_NLMIMAGE10_D146E8A7,ROUND,E;17,PINK
55111-0198-30_E022F067,ROUND,RDY;198,BROWN
47335-0580-81_7212B945,ROUND,124,YELLOW
250_mg_Tablet,OVAL,E;10,BLUE
510790957,ROUND,M;D9,WHITE
00093-7394-98_NLMIMAGE10_3B381DA0,OVAL,b;214;1000,WHITE
00093-7471-43_NLMIMAGE10_9E35CF7E,OVAL,93;7471,WHITE
52544038428part2of2,ROUND,WATSON;P,WHITE
50111033401,OVAL,PLIVA;334,WHITE
519910294,OVAL,B294,BROWN
62175-0114-32_D50E6A93,CAPSULE,KU;114,WHITE;WHITE
50844-0529-02_NLMIMAGE10_BF35DFFE,OVAL,44;473,BLUE
59762-5024-01_4D26A6A5,OVAL,G;22,WHITE
00378-2625-01_CE23E72F,ROUND,M;51,GREEN
762820208,ROUND,IG;208,WHITE
604290770,ROUND,IG;279,YELLOW
644550791,OVAL,CARDIZEM;90mg,GREEN
8b4a7e47-351f-4f6f-e053-2a95a90a6448,OVAL,r,ORANGE
422910893,ROUND,IP;302,ORANGE
516600905,CAPSULE,RX905,BLUE
290330012,CAPSULE,NP;10,ORANGE;WHITE
103700101,ROUND,A101,WHITE
50111043301,ROUND,PLIVA;433,WHITE
00781-1123-05_4312A1D5,ROUND,GG165,GREEN
621750210,ROUND,KU;210,WHITE
50111046701,ROUND,PLIVA;467,ORANGE
64125-0127-10_NLMIMAGE10_A23B510A,ROUND,EP;127,ORANGE
68546014256,ROUND,GIL;0;5,WHITE
64376-0136-05_NLMIMAGE10_B9465C92,OVAL,250;0136,BLUE
23155-0055-19_NLMIMAGE10_66453369,OVAL,I54,WHITE
00172-2907-60_SPLIMAGE30_AA26D556,ROUND,2907;TEVA,WHITE
00173-0556-02_251912B8,ROUND,ZYBAN;150,PURPLE
433530933,OVAL,Apotex;5307,WHITE
00093-7294-01_NLMIMAGE10_812F40CA,ROUND,93;7294,WHITE
7900f895-e48f-282b-e053-2991aa0ace94,CAPSULE,Xtra,BLUE
16714-0331-01_NLMIMAGE10_39449CD4,TRIANGLE,L116,YELLOW
00093-7691-56_NLMIMAGE10_9A43CD1E,ROUND,TV;J3,YELLOW
433530637,CAPSULE,GG575,WHITE
634020308,OVAL,L;80,GREEN
433530731,CAPSULE,IG321;100mg,WHITE
2356c567-01e1-0827-e054-00144ff88e88,CAPSULE,125;GG;337,BROWN
00603-5338-32_6912B495,ROUND,5093;V,WHITE
433530815,OVAL,APO;ATV80,WHITE
00591-3248-30_441DA24D,CAPSULE,WPI;3248,BLUE
688500012,ROUND,M7,WHITE
572370014,CAPSULE,D;53,GREEN;ORANGE
50844-0291-08_NLMIMAGE10_6335B1AD,ROUND,44;291,BROWN
00056-0168-70_A013500A,ROUND,4;COUMADIN,BLUE
596760225,CAPSULE,TMC435;150,WHITE
493480686,CAPSULE,L282,WHITE
681800302,OVAL,LUPIN;302,WHITE
50458-0579-30_8F1DC7FE,TRIANGLE,20;Xa,RED
675440890,ROUND,SYNTHROID;200,PINK
51672-4035-01_DA266D43,OVAL,10;WARFARIN;TARO,WHITE
00603-3079-21_F4267A63,ROUND,2632;V,YELLOW
231550062,CAPSULE,L107,WHITE
13668-0104-01_NLMIMAGE10_A23BD14E,OVAL,3;0;1104,WHITE
537460117,ROUND,IP;145,YELLOW
510790023,ROUND,M;172,ORANGE
650840441,ROUND,EP;904,WHITE
31722-0239-10_E90474E3,ROUND,239;IG,WHITE
capsules,CAPSULE,SAN;60,YELLOW
00555902058part2of2,ROUND,b;208,WHITE
581770343,ROUND,ETH;343,GRAY
523430070,OVAL,E;11,YELLOW
422910708,OVAL,WATSON;3611,PINK
605050222,OVAL,APO;AF;80,WHITE
654830590,DOUBLE CIRCLE,IMURAN;50,YELLOW
00555-0763-02_NLMIMAGE10_66423301,OVAL,7;5;d;p,BLUE
422910719,ROUND,745;C,YELLOW
99207-0461-30_EF1C7793,OVAL,DYN;090,YELLOW
604290322,ROUND,SG;140,YELLOW
762820417,ROUND,IG;417,WHITE
231550071,ROUND,HP;71,WHITE
647640541,CAPSULE,TAP;PREVACID;15,GREEN;PINK
422910306,OVAL,93;7457,PINK
00603-5371-21_1A0E0D60,ROUND,5130;V,WHITE
00591-0241-10_8D1B468A,ROUND,241;1;WATSON,WHITE
669930070,CAPSULE,FHPC400;PONSTEL,WHITE;WHITE
00143-3370-01_4215A14D,CAPSULE,West;ward;Flurazepam;30,BLUE
502420062,ROUND,T;25,WHITE
00591-3775-19_581B2C79,OVAL,PD;156;20,WHITE
675440332,ROUND,GG264,WHITE
54092-0191-12_281C9444,CAPSULE,S429;500;mg,BLUE
13668-0184-90_NLMIMAGE10_A34151DA,ROUND,84,YELLOW
00078-0337-05_DC126E13,OVAL,TE;TE;CG;CG,YELLOW
433530922,ROUND,M;75,GREEN
668690204,ROUND,2;KC,WHITE
433530547,OVAL,M;473,WHITE
63459054628,ROUND,6;C,WHITE
604290045,ROUND,WW;63,YELLOW
68180-0360-09_NLMIMAGE10_17470B88,OVAL,LU;B21,YELLOW
317220212,OVAL,212;IG,GREEN
605052518,OVAL,APO;CI;10,PINK
681800403,OVAL,LUPIN;250,ORANGE
435980221,CAPSULE,AUGMENTIN;875,WHITE
65862-0012-30_052182EC,CAPSULE,A;1;7,BLUE
00093-7114-98_SPLIMAGE30_8A2BC51E,ROUND,9;3;7114,YELLOW
00555-0792-02_NLMIMAGE10_D641EB0F,CAPSULE,M;Amphet;Salts;25;mg,ORANGE;WHITE
68462-0157-13_931B498A,ROUND,G;4,WHITE
617480016,ROUND,Westward;260,WHITE
317220340,ROUND,340;IG,YELLOW
422910361,CAPSULE,TEVA;3195,BLUE;WHITE
530140531,ROUND,531;MD,YELLOW
00603-3078-28_8005405A,ROUND,2631;V,ORANGE
422910208,CAPSULE,801,WHITE
60793-0860-01_251612E0,OVAL,Levoxyl;dp;200,PINK
33342-0061-07_NLMIMAGE10_134909E8,ROUND,C26,RED
64679-0968-01_NLMIMAGE10_7939BC9D,OVAL,W;968,YELLOW
633040580,ROUND,RE;75,PINK
430680108,ROUND,8,WHITE
605052588,CAPSULE,APO;RI;3,YELLOW
52544-0152-30_041C8214,CAPSULE,WATSON;152;8;mg,WHITE
00093-2067-01_NLMIMAGE10_AC43D64E,ROUND,TV;598;8,WHITE
597625007,ROUND,G;5007,WHITE
00093-3043-01_NLMIMAGE10_5238A955,OVAL,MYLAN;244,BLUE
GSO29900,OVAL,F;91,WHITE
605050055,CAPSULE,APO;055,WHITE;BLUE
309,OVAL,LOR10,WHITE
115237160,ROUND,458;Claritin10,WHITE
55111-0258-60_NLMIMAGE10_813CC0B6,CAPSULE,RDY;258,BROWN
00172-7312-46_972BCBDE,OVAL,100;mg,BROWN
00093-0753-01_A526D2E6,ROUND,753;TEVA,WHITE
30db0e67-ea60-58a5-e054-00144ff8d46c,OVAL,AP;067,WHITE
AMOXICILLIN_Sandoz__500mg,CAPSULE,AMOX;500;GG;849,YELLOW
53489-0141-05_BA0E5D12,ROUND,MP;66,WHITE
00603-2339-21_A512D296,ROUND,2065;V;4,WHITE
68462-0163-01_DC216E7B,ROUND,G;41,WHITE
422910700,OVAL,93;8165,WHITE
523430062,OVAL,A33,WHITE
675440217,CAPSULE,MYLAN;4010,ORANGE
627560797,OVAL,797,ORANGE
50419-0403-01_SPLIMAGE30_9A194D0A,ROUND,Y,ORANGE
516724013,CAPSULE,CLOM75,WHITE
675440195,ROUND,2;1;2;COUMADIN,GREEN
00527-0586-10_RXNAVIMAGE10_6E053729,CAPSULE,LANNETT;0586,BLUE
605053121,CAPSULE,APO;F130,WHITE;GREEN
00093614882part1of2,ROUND,b;28,ORANGE
82bb9fb0-3393-0c55-e053-2a91aa0afa79,ROUND,R;539,YELLOW
00781-1393-01_7E07BF0D,ROUND,GG;124,PINK
317220273,CAPSULE,IG273;5mg,RED
522440100,CAPSULE,Theo;24;100;mg;AP;2832,ORANGE
504580140,OVAL,CFZ;100,YELLOW
510790895,ROUND,Z;C;0;2,WHITE
609510653,ROUND,E653;30,GREEN
597623327,OVAL,G;3327;4,WHITE
433530187,OVAL,3597;V,BLUE
433530578,OVAL,10;WARFARIN;TARO,WHITE
651620006,ROUND,IP;6,WHITE
60258-0850-01_DC156E1B,ROUND,CYP,WHITE
633040166,CAPSULE,RX166,WHITE
60505-2650-07_NLMIMAGE10_7B383D81,CAPSULE,APO;T6,BLUE;BLUE
649800158,ROUND,4,ORANGE
00555906458part2of2,ROUND,b;143,WHITE
422910623,ROUND,KU;205,PINK
00555-9131-67_NLMIMAGE10_233611D0,ROUND,DP,WHITE
317220270,OVAL,270;IG,BROWN
25_mg_Venlafaxine_Tablet,ROUND,ZC;64,ORANGE
00093-5060-01_NLMIMAGE10_28381470,ROUND,TV;307,WHITE
63304-0553-05_D015681B,ROUND,RX;553,BROWN
604290311,OVAL,T88,PINK
548684503,ROUND,CDX50,WHITE
244770515,CAPSULE,CARDENE;SR;30;mg;EKR;Therapeutics;Inc,PINK
68382-0135-16_CB16E5D7,CAPSULE,Z;2,WHITE
51672-4029-01_B9265CF2,OVAL,2;1;2;WARFARIN;TARO,GREEN
686820367,CAPSULE,120,PURPLE
13811-0627-10_NLMIMAGE10_D3466983,ROUND,627,WHITE
510790588,CAPSULE,MYLAN;3005,BROWN;WHITE
597620930,OVAL,G;VOR200,WHITE
00143-1771-10_71083881,ROUND,WW;771,WHITE
00185-0122-01_E10E7093,CAPSULE,E122,BLACK;WHITE
00555-0617-62_F40DFA1F,ROUND,b;C2,WHITE
00555905058part2of3,ROUND,dp;331,GREEN
50844-0428-08_NLMIMAGE10_D738EBE7,OVAL,44;428,RED
57664-0377-18_4D12A685,CAPSULE,377,WHITE
672530660,ROUND,S;660,WHITE
59762-3742-02_6E16B705,ROUND,G3742,WHITE
AUR06010,CAPSULE,41;J,WHITE
422910232,ROUND,397,WHITE
433530734,OVAL,3604;V,WHITE
675440080,OVAL,ZOLOFT;100;mg,YELLOW
597623783,OVAL,G3783,YELLOW
646790715,OVAL,W715,WHITE
65162-0520-10_F5087AE3,ROUND,AN;2,BROWN
798e3f77-568e-aac3-e053-2991aa0adaae,CAPSULE,Xtra,BLUE
604290734,OVAL,APO;097,WHITE
00185-0674-01_NLMIMAGE10_2645933C,CAPSULE,E613,GREEN
BUR04180,CAPSULE,F;45,BLUE
605053139,CAPSULE,APO;QUE400,YELLOW
43547-0268-10_NLMIMAGE10_C53D628B,ROUND,972;HH,WHITE
Amitriptyline_HCl_75_MG,ROUND,2104;V,ORANGE
8d44adf6-6449-e15b-e053-2995a90a8503,OVAL,37;5;25;APO,GREEN
60505-5307-01_4D26A6D5,OVAL,Apotex;5307,WHITE
516724040,ROUND,T;20,ORANGE
00378-3131-01_NLMIMAGE10_8C464612,ROUND,M;G31,WHITE
00093-7240-06_7F293FE9,ROUND,93;7240,WHITE
50111078766,OVAL,PLIVA;787,WHITE
68462-0231-10_NLMIMAGE10_0B45858C,CAPSULE,G;G231,PURPLE
498840404,OVAL,m;B,WHITE
422910696,ROUND,93;8166,WHITE
00093-7656-56_NLMIMAGE10_5E382F41,CAPSULE,Z10,GREEN
422910529,ROUND,7033,WHITE
604290197,OVAL,MYLAN;244,BLUE
MKR99600,CAPSULE,FOR;SLEEP;M;7;5;mg,PINK;BLUE
00002-4464-30_B8155C1A,OVAL,C;20,YELLOW
68382-0019-01_F8127C53,ROUND,ZC;65,ORANGE
00056-0188-70_9B134DFA,ROUND,3;COUMADIN,BROWN
51991-0073-01_NLMIMAGE10_EE1FF71F,CAPSULE,B073,BLUE;GRAY
7a19920f-c498-2458-e053-2991aa0a83d4,ROUND,3578;V,WHITE
50419-0409-01_SPLIMAGE30_A91954BA,ROUND,DJ,RED
655800643,ROUND,643;2;1;2,PINK
75_mg_Venlafaxine_Tablet,ROUND,ZC;67,ORANGE
00173-0387-00_8018C066,OVAL,GX;ES7,WHITE
200_mg_Lamotrigine_Tablet,ROUND,ZC;82,WHITE
63304-0626-05_A507D28E,ROUND,RE;24,WHITE
00093-0154-01_6F29B7BD,OVAL,93;154,WHITE
47781-0108-30_NLMIMAGE10_EE3DF73F,ROUND,25,WHITE
32be45e5-1cfa-0968-e054-00144ff8d46c,ROUND,AP;115,PINK
459630344,ROUND,344,BLUE
16571-0202-10_NLMIMAGE10_6A48B525,ROUND,P;50,BROWN
422910377,ROUND,CTI;143,WHITE
8f9c401c-f41f-536f-e053-2a95a90a0613,CAPSULE,ZA66;125mg,BLUE;WHITE
597621350,CAPSULE,MYCOBUTIN;PHARMACIA;UPJOHN,RED
68180-0112-16_3A091D48,OVAL,L;U;X01,BLUE
68382-0001-16_DE086F73,ROUND,ZC18,WHITE
422910382,OVAL,SLC;223,PINK
00603-2128-32_A615531A,OVAL,2088;V,ORANGE
65862-0390-10_NLMIMAGE10_373C1BE0,ROUND,5;E,WHITE
534890217,ROUND,MP;659,GREEN
32302554-cd04-45d2-e054-00144ff8d46c,ROUND,AP;043,BLUE;ORANGE;YELLOW;PURPLE
63304-0829-90_D91C6CE3,OVAL,RX829,WHITE
605050234,OVAL,APO;TO;20,WHITE
625840976,CAPSULE,R;2578,GREEN
422910125,OVAL,A1,YELLOW
666851001,OVAL,875125;AMC,WHITE
00591-3202-01_C11FE0FF,CAPSULE,WATSON;3202,ORANGE;WHITE
00378-0473-01_3C059E7C,OVAL,M;473,WHITE
00049-4910-30_881DC46E,OVAL,ZOLOFT;100;mg,YELLOW
00093-7426-56_DC27EE6F,ROUND,TV;7426,BROWN
658620016,CAPSULE,A44,BLUE;PINK
604290079,OVAL,PA2,ORANGE
66485e95-53a6-ccc4-e053-2a91aa0a6840,OVAL,O;E;600,WHITE
633040621,ROUND,RE;19,WHITE
658620005,ROUND,A;05,ORANGE
00172-7310-46_9B2BCDEE,OVAL,25;mg,YELLOW
688500010,ROUND,M6,WHITE
605050097,OVAL,APO;097,WHITE
31df9d2e-4549-2df2-e054-00144ff88e88,ROUND,AP;016,YELLOW
67877-0224-05_NLMIMAGE10_2A3B1508,CAPSULE,214,ORANGE
68180-0113-16_37081BA0,OVAL,L;U;X02,YELLOW
metaxall-01,OVAL,AN;553,PINK
615700111,CAPSULE,Altace;2;5;mg;MP,ORANGE
00603-2957-21_46232309,OVAL,25;41;V,BROWN
604290389,OVAL,M;755,BLUE
762820418,ROUND,IG;418,RED
2be62df6-0287-50ba-e054-00144ff88e88,ROUND,FC,PINK;YELLOW;ORANGE
60505-0065-00_SPLIMAGE30_412920F9,CAPSULE,APO;020,PINK;BROWN
68382-0142-16_310898B4,CAPSULE,ZD18,WHITE
534890478,ROUND,MP;112,YELLOW
13668-0268-01_NLMIMAGE10_CD3FE6CF,CAPSULE,268,PINK
51285-0697-02_NLMIMAGE10_8E2F475A,ROUND,OP;697,WHITE
605050195,ROUND,APO;AML;10,WHITE
63459022030,RECTANGLE,C;220,WHITE
433530652,ROUND,61;60;V,WHITE
65580-0301-03_FE127F53,ROUND,OS301,WHITE
433530310,OVAL,a;HC,GRAY
597623726,ROUND,G3726,PINK
675440892,ROUND,GG929,PURPLE
7be3cc3c-14ec-607b-e053-2a91aa0ab3e0,ROUND,R127,ORANGE
523430021,ROUND,A;15,YELLOW
131070001,CAPSULE,11;A,WHITE
53746-0103-05_14080A00,CAPSULE,IP103,BROWN
604290031,OVAL,WW;173,WHITE
63010-0010-30_691934D9,OVAL,VIRACEPT;250;mg,BLUE
620370720,OVAL,Andrx;720,WHITE
84eb7753-c383-f23d-e053-2a91aa0a87b1,ROUND,APO;CL;75,PINK
0179-1118-01,ROUND,PLIVA;433,WHITE
69bd5d7d-037e-30ab-e053-2a91aa0a0e06,ROUND,4943;V,GRAY
614420161,CAPSULE,CCC;250,GREEN;WHITE
00456-0460-01_790EBC85,ROUND,A;TJ,BROWN
317220339,OVAL,I;11,WHITE
16729-0042-01_4C1E2611,CAPSULE,TCR;1,WHITE
00597-0152-90_NLMIMAGE10_8D40C686,ROUND,S;10,YELLOW
23155-0047-10_22091148,ROUND,HP;47,ORANGE
658620287,CAPSULE,D;5;8,WHITE
00093-0010-06_NLMIMAGE10_784A3C11,ROUND,93;0010,WHITE
50111046701,ROUND,PLIVA;467,ORANGE
00186-1090-05_0D1D86EC,ROUND,A;mo,WHITE
605051323,ROUND,APO;PRA;80,YELLOW
GSO00080,ROUND,F;49,WHITE
523430063,OVAL,A34,WHITE
422910218,OVAL,N;204;400,GREEN
59762-6690-05_96084B72,ROUND,G;30,PINK
604290555,CAPSULE,S252;S,GREEN
604290108,ROUND,W1,YELLOW
AMN02030,ROUND,IP;203,WHITE
00093-7227-72_SPLIMAGE30_CC306663,CAPSULE,93;7227;93;7227,WHITE
675440564,CAPSULE,TL386,GREEN
250100710,CAPSULE,Aton;710;Syprine,BROWN
604290063,OVAL,B294,BROWN
9ff687fd-a5e5-664d-e053-2a95a90af4ad,ROUND,L463,YELLOW
00093-7152-98_EE27F76F,ROUND,7152;TV,YELLOW
27ff96c5-dc38-1415-e054-00144ff8d46c,ROUND,TEVA;5728,BROWN
68462-0361-01_D222E917,ROUND,IG;276,WHITE
683820051,ROUND,ZC;26,YELLOW
510790436,CAPSULE,MYLAN;1049,WHITE
00591-0463-01_B316D9A6,ROUND,Watson;463,BLUE
672530140,CAPSULE,WC;730,ORANGE
00173-0778-61_341E1A40,ROUND,LAMICTAL;100,WHITE
00143-1254-01_ED0776DB,ROUND,West;ward;254,WHITE
628560775,ROUND,SAL;7;5,BLUE
530140532,ROUND,532;MD,ORANGE
576640107,ROUND,107,PINK
504580320,OVAL,R2;JANSSEN,ORANGE
145500512,CAPSULE,2666,YELLOW;BROWN
image2891,CAPSULE,2891;2891,GRAY;BLUE
604290388,ROUND,M;753,BLUE
00093-7384-56_PART_1_OF_1_SPLIMAGE30_052F829C,CAPSULE,93;7384;93;7384,GRAY;BROWN
634810623,ROUND,PERCOCET;5,BLUE
68462-0138-01_BA085D72,OVAL,G;4,YELLOW
576640499,OVAL,499,YELLOW
49884-0922-02_5E08AF65,DIAMOND,P02,YELLOW
00603-2949-28_BE155F1A,ROUND,2531;V,BLUE
422910527,ROUND,C82,YELLOW
67e774a6-c9aa-11e2-e053-2991aa0ac1d1,CAPSULE,Y213,WHITE
433530554,OVAL,M;N;2,BLUE
683820266,CAPSULE,a;ZA,GRAY
84ea809f-b76b-79a0-e053-2991aa0a6b1b,ROUND,K;400,WHITE
422910721,ROUND,93;64,YELLOW
50111033401,OVAL,PLIVA;334,WHITE
00186-0016-54_F812FC37,ROUND,ACH;016,PINK
604290098,CAPSULE,WPI;3636,ORANGE;WHITE
422910653,CAPSULE,TEVA;5504,ORANGE
68382-0271-14_NLMIMAGE10_E749F38F,OVAL,271,ORANGE
51285006390part1of2,ROUND,P;93,ORANGE
675440078,CAPSULE,TEVA;TEVA;25mg;0811,WHITE;ORANGE
684530170,CAPSULE,170,RED
604290525,ROUND,R;34,YELLOW
651620415,ROUND,AN;415,ORANGE
55111-0626-60_NLMIMAGE10_233F11C8,ROUND,R;626,WHITE
433530215,OVAL,ABRS;123,WHITE
83a0206a-9511-1824-e053-2a91aa0a0a05,ROUND,Y101,WHITE
607930800,ROUND,KPI;232;Corgard;20,BLUE
605050130,ROUND,APO;25;250,BLUE
596760570,OVAL,TMC125;100,WHITE
49884-0544-01_1C218E5C,ROUND,Par;544,BROWN
422910320,OVAL,WATSON;698;200,WHITE
619581201,OVAL,GSI;1,GREEN
604290154,ROUND,R;540,BLUE
7a19920f-c49b-2458-e053-2991aa0a83d4,ROUND,3580;V,WHITE
10147-1700-03_E60E7363,CAPSULE,PP;100,BLUE;PINK
433530869,CAPSULE,ZA;37;150;mg,ORANGE;WHITE
627560761,ROUND,761,WHITE
65162-0763-10_NLMIMAGE10_D23E6963,OVAL,763;2;1;2;AN,GREEN
675440237,ROUND,KC;10,YELLOW
00093-5769-56_F227F97F,ROUND,TEVA;5769,WHITE
675440700,CAPSULE,MYLAN;2100,BROWN
551110621,ROUND,I;G;267,BROWN
604290071,ROUND,T;2,YELLOW
84ee5256-f85f-254a-e053-2991aa0a8b92,OVAL,ZC;08,GREEN
597623725,ROUND,G3725,WHITE
637390442,OVAL,4I,WHITE
604290712,OVAL,CTI;112,WHITE
00228-2550-06_412320F9,ROUND,R;550,WHITE
00093-8036-01_C2266173,OVAL,6;036;N,BLUE
604290100,ROUND,WW41,WHITE
604290305,ROUND,A160,PURPLE
00085-1322-01_CF07E78F,OVAL,D12,BLUE;WHITE
433530503,OVAL,3605;V,ORANGE
88de6337-6866-7248-e053-2a95a90ae412,OVAL,CR;500,WHITE
21130-0450-08_NLMIMAGE10_B4385A62,ROUND,44;450,PINK
510790455,ROUND,7154;TV,BROWN
EDN01210,OVAL,BUMEX;2,RED
32a80133-8c7c-57f8-e054-00144ff88e88,OVAL,AP;117,WHITE
675440287,CAPSULE,R;077,WHITE
55b2af63-818f-5c82-e054-00144ff88e88,ROUND,FC,PINK;ORANGE;YELLOW
510790632,CAPSULE,MYLAN;3205,BLUE;BROWN
68180-0516-02_10088804,ROUND,LUPIN;30,RED
604290758,ROUND,APO;F25,WHITE
675440879,ROUND,MYLAN;457,WHITE
00093-5061-01_7C2D3E29,ROUND,TV;308,WHITE
637390128,ROUND,3571;V,ORANGE
422910665,ROUND,TEVA;771,PINK
00093-9133-06_A4205202,ROUND,93;9133,PINK
162520570,CAPSULE,RP;1;25,YELLOW;WHITE
00009-5190-02_3C159E4C,CAPSULE,2,BLUE
00093-2931-01_4A2B2559,ROUND,N11,WHITE
00002-4462-30_B215591A,OVAL,C;5,YELLOW
604290502,OVAL,S900,WHITE
ARS01190,OVAL,AR;374,PURPLE
68180-0315-06_28081450,CAPSULE,LU;U02,BROWN
00093-4740-01_F02D781B,OVAL,4740;93,BROWN
576290203,OVAL,203,GREEN
422910101,CAPSULE,Amneal;669,PURPLE;ORANGE
00093-7182-01,OVAL,93;7182,YELLOW
510790889,CAPSULE,MYLAN;357,PURPLE
23155-0114-01_B00E5862,ROUND,P;80,YELLOW
2ab8564f-f95f-7512-e054-00144ff88e88,ROUND,AP;110,ORANGE
422910102,CAPSULE,Amneal;670,PURPLE;ORANGE
669930896,CAPSULE,A;25;mg,BROWN;YELLOW
00093-5261-29_NLMIMAGE10_15440AC0,ROUND,93;A2,WHITE
50844-0600-01_NLMIMAGE10_CF38E7F7,ROUND,L,YELLOW
604290029,ROUND,W;7,WHITE
680010254,TRAPEZOID,200,PINK
433530159,OVAL,3601;V,YELLOW
61442-0127-10_CF16E787,ROUND,100,YELLOW
